81458	所有权	61463
76316	位置	69740
86890	机器属性	53915
71751	所有权	66487
61290	客户属性	53723
53713	客户属性	53723
61931	具有	97156
67992	客户属性	59566
88821	属于	54372
84403	用工属性	53958
82039	用工属性	53947
85633	用工属性	53955
73710	所有权	62756
70028	机器属性	53937
78849	机器属性	53970
59673	具有	98912
85709	机器属性	54060
78797	用工属性	53947
75026	所有权	67486
84284	用工属性	53947
69024	用工属性	53943
85988	机器属性	54002
80189	机器属性	70027
83117	机器属性	54104
69087	用工属性	53944
81015	用工属性	53947
81003	机器属性	53937
67213	客户属性	53723
76001	机器属性	53970
89371	属于	54360
86660	所有权	65403
80218	用工属性	53943
53615	创建	93003
72281	位置	54193
83235	所有权	60591
63261	具有	55667
79153	机器属性	53912
82692	机器属性	54002
85283	所有权	66333
86294	位置	53992
88715	处于	54384
94559	包含	115373
89663	处理	89332
87265	所有权	66796
83269	机器属性	53937
88666	包含	113267
68218	具有	105964
61786	具有	101451
64718	具有	98755
64541	客户属性	53723
79314	机器属性	53937
71119	用工属性	53955
66815	客户属性	53795
63020	具有	100498
70841	机器属性	53951
69396	位置	69341
72398	机器属性	53937
78697	机器属性	53937
78816	用工属性	53958
83653	所有权	66610
92066	对应	95101
65280	客户属性	53723
88550	对应	94740
84143	机器属性	53942
53580	创建	54980
82431	机器属性	53951
75628	机器属性	53937
74069	用工属性	53944
79778	所有权	59924
72385	机器属性	53937
53968	所有权	62437
73896	所有权	53833
78642	所有权	66753
80996	机器属性	53937
91872	包含	114761
73588	位置	68974
84770	机器属性	53937
74253	所有权	65297
86315	机器属性	54041
80649	用工属性	53955
70756	所有权	60673
83042	用工属性	53932
80108	机器属性	53937
81848	用工属性	53944
60269	客户属性	53723
78864	机器属性	53937
82546	用工属性	53955
85347	机器属性	53937
81975	位置	70070
84087	用工属性	53944
94299	指派	53443
75766	位置	75767
82163	所有权	62833
95709	包含	115653
86980	机器属性	53915
69781	用工属性	53947
76253	具有	54394
72214	机器属性	53937
53864	具有	105931
83239	机器属性	54060
72869	机器属性	53937
84401	所有权	63543
86076	机器属性	53937
79069	用工属性	53947
84083	用工属性	53958
89287	属于	54419
73843	机器属性	71370
85874	位置	54015
65592	具有	100835
92283	处于	54384
65482	具有	99436
66664	客户属性	53723
76164	机器属性	53937
84424	所有权	61242
71884	位置	71885
77720	用工属性	53947
78427	所有权	62915
85501	机器属性	53920
94343	指派	53477
82780	所有权	62162
64545	具有	104807
80193	用工属性	53944
82395	所有权	65281
80284	用工属性	53944
77457	产生	92658
65972	具有	99148
54130	位置	54131
77944	用工属性	53947
69203	所有权	59662
87069	所有权	60471
90753	包含	114222
73793	位置	69233
76481	所有权	59814
70258	机器属性	53937
94232	指派	53484
93822	指派	53407
63147	客户属性	53723
66211	具有	103482
94659	包含	115652
70726	机器属性	53970
56229	培训过	56293
69825	机器属性	53936
73746	用工属性	53958
81207	位置	81208
85294	机器属性	53970
53494	使用	56277
81364	用工属性	53928
62145	客户属性	53723
65966	具有	99283
78756	所有权	64009
81341	机器属性	53970
92035	处于	87890
91139	对应	94073
90837	对应	95154
78546	机器属性	53937
60961	客户属性	53723
69922	用工属性	53947
70034	机器属性	54112
81803	用工属性	53944
81528	用工属性	53944
80250	机器属性	53937
82362	所有权	65262
79601	用工属性	53947
78300	位置	78321
94718	包含	115552
66472	具有	101195
77728	所有权	64588
1038	位置	70233
70759	具有	88735
54490	对应	94431
73336	位置	73337
67487	客户属性	53723
82374	用工属性	53944
88979	包含	113832
79232	位置	79233
82054	机器属性	53937
82393	机器属性	53937
85009	用工属性	53947
81611	所有权	66413
92470	对应	94208
68330	具有	105978
82503	用工属性	53943
61882	具有	103821
87653	对应	54998
75504	机器属性	54119
63807	客户属性	53723
94256	包含	115627
74588	机器属性	54031
89833	对应	95010
74292	用工属性	53955
59889	客户属性	53723
82451	用工属性	53943
73095	用工属性	53947
64539	客户属性	53723
75502	机器属性	53937
64972	具有	103827
53473	培训过	56049
71052	机器属性	53937
81059	机器属性	53937
59485	客户属性	53723
65050	客户属性	53723
75541	所有权	60602
77076	具有	90309
77267	机器属性	72995
72570	所有权	61376
67045	具有	101137
53601	创建	88300
85931	用工属性	53947
54273	用工属性	53944
79381	机器属性	53951
70401	所有权	60608
63925	客户属性	60290
89039	对应	94844
67234	具有	104979
78991	用工属性	53944
77438	用工属性	53958
87141	机器属性	53942
92609	处理	54471
79319	机器属性	53937
56043	包含	56291
53585	具有	100211
66974	具有	101713
81978	位置	70437
89634	包含	113844
63763	具有	103438
81353	用工属性	53944
79146	机器属性	53937
65303	具有	98648
79909	位置	53957
81196	用工属性	53943
81516	机器属性	69171
76225	用工属性	53947
69998	用工属性	53955
70015	用工属性	53944
53687	创建	91875
899	用工属性	53928
75255	用工属性	53958
81586	用工属性	53944
55206	包含	115675
91762	处于	54384
80519	位置	80520
80632	用工属性	53943
73407	机器属性	53970
79248	产生	89721
80558	用工属性	53955
66642	客户属性	53723
78153	所有权	64926
80966	用工属性	53955
70938	机器属性	53937
92836	属于	54419
54615	属于	54569
76530	机器属性	53937
95019	包含	115652
72043	用工属性	53955
77934	机器属性	77935
83933	机器属性	53937
83401	位置	53996
90231	对应	93364
85994	机器属性	53920
92997	对应	95824
91481	包含	114238
84668	位置	84669
63352	客户属性	53723
61369	客户属性	53723
69802	所有权	66837
94674	包含	115533
76964	具有	54213
69848	位置	69849
65907	具有	101484
81130	机器属性	53936
53580	创建	92695
73273	用工属性	53944
69818	用工属性	53943
54547	处于	54384
53687	创建	91328
85281	用工属性	53947
76224	机器属性	53937
81634	用工属性	53944
72571	用工属性	53958
73610	用工属性	53958
73006	机器属性	53970
82131	位置	82132
93627	指派	53466
53986	用工属性	53944
79991	位置	70018
80042	位置	53957
80113	用工属性	53958
70669	具有	54381
60631	具有	98762
87117	机器属性	53937
80604	用工属性	53958
86099	机器属性	54041
70601	位置	70105
69914	所有权	60146
92342	对应	94082
93462	指派	53499
65957	客户属性	53723
82492	用工属性	53943
63266	客户属性	53723
86629	所有权	68466
56397	使用	56398
67980	具有	105443
78732	机器属性	54041
85278	机器属性	53937
91753	包含	114732
67369	客户属性	60290
69875	机器属性	53937
78631	用工属性	53947
72341	用工属性	53928
85022	所有权	62884
71265	位置	54193
95075	包含	115627
61902	具有	98923
60332	具有	100010
84387	用工属性	53944
81973	位置	81974
70839	机器属性	53970
69032	所有权	68078
74080	所有权	68281
74323	机器属性	53937
53580	创建	88938
71495	机器属性	53937
67195	具有	105022
73666	所有权	63226
80076	位置	69868
92177	对应	95160
67767	客户属性	59566
90620	处理	90623
77996	用工属性	53944
71773	用工属性	53944
78266	机器属性	53951
86414	用工属性	53932
63497	客户属性	53723
85640	用工属性	53944
85839	机器属性	53937
65835	具有	101860
77572	具有	91881
84189	机器属性	53937
63468	客户属性	53723
70722	所有权	66480
82604	机器属性	53937
78655	所有权	61330
84982	位置	54019
60672	具有	99763
74076	所有权	67792
53580	创建	93050
76981	所有权	66488
90828	处于	54690
77404	所有权	63953
73641	所有权	63198
79325	位置	79297
90485	属于	54419
85970	机器属性	53920
95141	包含	115609
81277	位置	69655
94400	指派	53443
94875	包含	115652
54328	用工属性	53943
90726	处于	54370
86179	所有权	64116
76076	机器属性	53920
85232	用工属性	53944
77499	用工属性	53943
53870	具有	100579
61411	客户属性	53723
74208	机器属性	53937
84079	用工属性	53943
71961	所有权	68985
82450	用工属性	53944
90063	包含	114058
83297	所有权	61284
72862	机器属性	53970
85423	用工属性	53947
80024	机器属性	53937
82107	机器属性	54002
85172	机器属性	53920
80738	位置	69880
81767	位置	81768
75645	机器属性	53937
83698	用工属性	53932
53492	隶属于	53414
70369	所有权	65784
82819	用工属性	53947
53580	创建	89441
67095	客户属性	53749
91179	属于	54389
53758	客户属性	53723
64234	客户属性	53723
84756	机器属性	53937
85875	位置	69814
53659	创建	88846
74268	所有权	68281
64004	客户属性	53749
66720	具有	97139
959	用工属性	53932
72647	所有权	62606
60531	客户属性	53723
92993	属于	54419
80142	所有权	64171
92775	属于	54523
54054	机器属性	53937
78886	位置	53957
76394	位置	70233
71147	所有权	62622
60932	具有	99053
60763	具有	102822
86005	所有权	61774
70682	机器属性	53942
74136	具有	54431
83495	用工属性	53958
87344	位置	53957
63430	具有	100106
53878	具有	99590
87664	对应	93137
73661	所有权	63865
78467	机器属性	53937
92938	处理	92523
77342	具有	54408
79366	机器属性	69109
65797	客户属性	53723
74603	位置	73350
66100	客户属性	53723
73829	所有权	62227
84716	所有权	66133
86226	产生	89524
67931	具有	105850
64088	具有	102765
63973	客户属性	53723
80903	用工属性	53944
93509	指派	53464
90485	包含	114209
77557	用工属性	53958
62612	客户属性	53723
85035	用工属性	53932
84964	位置	70125
83264	所有权	65191
83993	所有权	62593
95774	包含	115652
68318	具有	106293
84323	用工属性	53958
60304	具有	101427
70774	用工属性	53947
84033	位置	71383
88004	属于	54419
72698	用工属性	53958
90942	属于	54360
80199	位置	54111
81770	具有	88282
61559	客户属性	53723
91781	包含	115007
84564	所有权	63205
87351	用工属性	53932
91641	包含	114686
72414	用工属性	53947
68394	客户属性	59566
69572	机器属性	53937
79279	用工属性	53932
62186	客户属性	53723
79009	用工属性	53944
95106	包含	115373
84671	机器属性	53937
60522	客户属性	53723
84914	用工属性	53947
66843	客户属性	53723
63791	具有	102366
81863	所有权	64965
77902	用工属性	53932
61510	客户属性	53723
82959	用工属性	53928
87678	属于	54419
75331	机器属性	53935
71907	用工属性	53944
77789	机器属性	73038
67571	具有	105578
85182	所有权	61081
78842	用工属性	53932
72891	用工属性	53955
71721	机器属性	69625
74117	机器属性	53937
77433	产生	90696
81911	机器属性	53937
82298	位置	82299
71456	用工属性	53958
55224	指派	53410
60917	具有	100766
81850	机器属性	73038
89700	处理	90246
78918	机器属性	69752
54183	机器属性	53937
83617	机器属性	53937
93074	包含	115267
73039	用工属性	53947
64436	具有	101976
80717	机器属性	53937
63503	具有	98792
75603	机器属性	53937
65336	具有	55657
91892	属于	54360
95548	包含	115460
95183	包含	115609
70013	机器属性	53937
86428	用工属性	53944
87853	属于	54419
73853	用工属性	53955
79596	所有权	62122
67288	客户属性	59566
78616	机器属性	53970
55378	指派	53410
82921	用工属性	53944
81337	用工属性	53943
84924	机器属性	53920
70104	机器属性	53970
78264	位置	77761
92852	属于	54360
95204	包含	115652
73189	所有权	68482
74616	用工属性	53955
81486	机器属性	75395
86172	用工属性	53958
64029	客户属性	53723
77086	所有权	65021
80874	用工属性	53932
82970	用工属性	53928
74063	所有权	69009
70823	产生	89427
95635	包含	115624
69829	机器属性	53937
72882	位置	72883
93961	指派	53475
80337	用工属性	53944
91488	处理	89082
84495	所有权	60085
82386	位置	69862
84702	用工属性	53944
62385	具有	98781
72906	机器属性	53937
69054	位置	69055
75118	用工属性	53944
95533	包含	115609
76988	机器属性	53937
76670	用工属性	53943
66861	具有	100058
92491	处于	54690
77982	用工属性	53944
62858	客户属性	53723
68127	具有	106052
74719	用工属性	53947
80138	机器属性	53937
77954	机器属性	53937
94287	指派	53473
86564	机器属性	53920
85866	机器属性	77799
72190	位置	72191
71704	机器属性	54002
92024	包含	114621
72485	机器属性	53920
74400	用工属性	53943
64550	具有	103324
77223	机器属性	53951
73057	机器属性	70263
67212	具有	103136
71508	机器属性	53937
77691	机器属性	53951
70943	用工属性	53932
73438	位置	73453
73610	机器属性	53937
80691	机器属性	53970
86945	所有权	60100
86796	位置	86797
62894	具有	103045
60416	具有	101967
53744	客户属性	53723
76331	机器属性	53937
94562	包含	115516
79999	用工属性	53955
83757	用工属性	53944
75485	用工属性	53947
88918	对应	93274
90688	处于	54370
63197	客户属性	53723
78564	所有权	66935
85220	用工属性	53944
92699	包含	115354
77836	用工属性	53947
80757	用工属性	53958
85814	用工属性	53947
75277	位置	75278
71957	用工属性	53955
76761	具有	89689
84330	机器属性	53920
76049	机器属性	53937
69444	位置	69332
80553	位置	70670
85203	产生	91190
73277	所有权	62289
81317	所有权	62559
84075	机器属性	54041
75296	机器属性	53937
74458	位置	74531
84481	机器属性	53937
78622	用工属性	53947
84488	机器属性	53937
88617	处于	54384
93677	指派	53443
70005	机器属性	53937
82477	所有权	68985
79396	具有	89379
74524	机器属性	53970
91084	对应	94021
77360	具有	91090
85483	机器属性	54002
76026	位置	76027
94964	包含	115637
76888	机器属性	53951
83537	位置	80061
91518	处理	54701
61968	客户属性	53586
93161	指派	53466
76797	所有权	65496
59498	具有	104151
82256	用工属性	53932
90181	包含	115097
60138	具有	100931
74058	位置	71115
92579	对应	94368
84418	所有权	64380
71061	用工属性	53958
90208	处于	54384
71679	产生	90298
66965	具有	101066
67093	客户属性	53723
81802	机器属性	53937
81412	所有权	60187
74081	机器属性	53942
72403	所有权	61598
60286	具有	104641
59723	具有	104627
79827	所有权	66086
91808	对应	94107
71530	用工属性	53952
87465	用工属性	53944
91017	属于	54419
82720	用工属性	53944
90598	处理	54213
79598	位置	53957
78304	用工属性	53955
76668	位置	70105
53488	培训过	56323
75818	机器属性	53937
83757	机器属性	53937
88828	处理	88334
84592	用工属性	53944
79153	所有权	66321
85254	机器属性	53937
79816	用工属性	53944
66385	客户属性	53723
86374	用工属性	53947
68123	客户属性	59566
80617	用工属性	53948
65379	客户属性	53723
75335	机器属性	53937
86124	位置	69130
88766	处理	88714
70062	用工属性	53944
78491	用工属性	53944
80691	用工属性	53932
73944	所有权	61669
81303	用工属性	53947
75751	机器属性	53937
83282	机器属性	53937
84766	用工属性	53943
81934	位置	54185
54349	包含	112706
71232	位置	54365
81828	机器属性	53970
84490	所有权	68825
66828	具有	97307
83636	所有权	66967
70766	具有	54394
80684	所有权	66404
86187	用工属性	53944
68376	客户属性	53723
77546	位置	53917
65173	客户属性	53723
90324	对应	95337
85328	位置	70018
86081	用工属性	53948
73748	所有权	65900
85757	用工属性	53947
75866	机器属性	54078
86180	用工属性	53948
77202	机器属性	54027
84266	所有权	67111
70388	位置	54181
78510	所有权	59520
55345	指派	53443
71523	机器属性	54041
79758	用工属性	53932
77530	产生	89652
62510	客户属性	53723
87189	所有权	62554
71138	用工属性	53947
78786	所有权	68598
79105	用工属性	53944
71036	用工属性	53932
75253	用工属性	53943
92810	包含	113659
87269	所有权	62345
86621	所有权	68985
83036	机器属性	53942
71236	产生	54808
68592	客户属性	59566
70923	具有	89097
78897	所有权	63334
82840	位置	82901
89614	属于	54419
68596	具有	106445
68535	具有	97200
70079	所有权	61346
77928	所有权	60828
72179	用工属性	53932
65784	具有	101727
71086	位置	53967
85615	所有权	62705
83555	用工属性	53944
66435	具有	104926
82969	位置	70574
94292	指派	53410
90673	包含	114143
83597	用工属性	53943
60081	具有	99725
71052	所有权	60237
67565	客户属性	53723
70434	用工属性	54295
70153	机器属性	53937
84790	所有权	64231
85117	位置	70437
56451	管辖	53470
54728	处于	54384
64731	具有	104074
76948	机器属性	53937
79360	用工属性	53958
82401	用工属性	53955
85997	所有权	64563
59575	客户属性	53723
68336	客户属性	53723
92004	处于	54384
84179	用工属性	53947
76744	位置	70068
84165	机器属性	53937
80781	机器属性	53937
75125	机器属性	54104
84893	所有权	64264
69660	所有权	53806
85479	机器属性	53970
82592	位置	82593
90610	处于	54384
77399	机器属性	53937
78818	用工属性	53932
54217	对应	55182
62237	客户属性	53723
92251	属于	54523
73101	机器属性	53937
84564	用工属性	53958
71397	用工属性	53947
80003	机器属性	53937
71008	所有权	68575
62950	客户属性	53586
84005	机器属性	53936
79751	机器属性	53937
80000	用工属性	53955
87108	用工属性	53932
77464	用工属性	54085
80799	位置	80800
66123	客户属性	53723
