77797	0
53944	1
74510	2
74511	3
76884	4
53937	5
85858	6
63747	7
64293	8
97202	9
61496	10
53723	11
83021	12
62504	13
91011	14
54531	15
64518	16
70877	17
74606	18
92131	19
114099	20
89857	21
94881	22
53458	23
89737	24
81270	25
85005	26
71955	27
64225	28
66689	29
104677	30
76948	31
54295	32
72149	33
70489	34
72861	35
63538	36
77004	37
88862	38
73635	39
53958	40
59453	41
75781	42
74270	43
73464	44
60583	45
86712	46
54321	47
93034	48
54384	49
82693	50
65359	51
91651	52
91650	53
79945	54
62950	55
70302	56
64017	57
78213	58
87066	59
53920	60
86714	61
53957	62
86022	63
78003	64
65816	65
54476	66
54213	67
80013	68
53955	69
75436	70
53932	71
72759	72
53947	73
54224	74
54112	75
82676	76
72074	77
66102	78
74803	79
59925	80
61561	81
97711	82
74795	83
71905	84
94537	85
115533	86
81359	87
61559	88
84118	89
66913	90
75986	91
53731	92
90899	93
54419	94
73999	95
88303	96
71004	97
83664	98
78607	99
79647	100
95331	101
115572	102
72233	103
72514	104
53943	105
88529	106
93578	107
76025	108
76022	109
87794	110
54372	111
75292	112
75293	113
77625	114
82694	115
65700	116
70718	117
53948	118
61705	119
94808	120
89348	121
93321	122
80554	123
53970	124
87119	125
88355	126
94482	127
89706	128
94533	129
115680	130
76940	131
74355	132
92648	133
94381	134
71149	135
70656	136
88453	137
67159	138
105097	139
87916	140
93218	141
94910	142
115758	143
86123	144
79352	145
60363	146
71353	147
87105	148
66324	149
77556	150
53952	151
83553	152
68485	153
73664	154
54119	155
79344	156
69814	157
74714	158
84401	159
84402	160
90154	161
82953	162
70769	163
63669	164
70090	165
89649	166
66189	167
69753	168
69756	169
54373	170
61881	171
59994	172
99192	173
79123	174
91167	175
95688	176
86683	177
83631	178
82372	179
63275	180
103106	181
69867	182
62296	183
104466	184
55131	185
115653	186
77452	187
79144	188
92975	189
79546	190
53936	191
84659	192
84363	193
65030	194
78745	195
69779	196
90019	197
94042	198
68872	199
98914	200
85850	201
76313	202
84044	203
84045	204
64773	205
83479	206
61447	207
78446	208
69181	209
73267	210
73268	211
61987	212
81571	213
84909	214
64956	215
90461	216
88485	217
93558	218
71551	219
70125	220
72526	221
75420	222
77355	223
68624	224
81825	225
69734	226
61875	227
83216	228
69953	229
69954	230
83370	231
72969	232
73448	233
78227	234
68593	235
60349	236
104568	237
81841	238
53827	239
79221	240
91062	241
114401	242
91043	243
114935	244
91580	245
114327	246
53949	247
88524	248
74306	249
82608	250
71950	251
69007	252
74079	253
62214	254
102268	255
87198	256
87199	257
67197	258
105024	259
66821	260
103758	261
86089	262
67006	263
82439	264
81929	265
81930	266
60758	267
66710	268
77979	269
66666	270
85757	271
78247	272
56457	273
99555	274
92847	275
115440	276
93814	277
53471	278
90953	279
74119	280
85263	281
75395	282
72691	283
72692	284
62078	285
79346	286
71683	287
72947	288
53580	289
92470	290
74347	291
71992	292
80211	293
85342	294
63184	295
84806	296
78665	297
79087	298
67394	299
69671	300
53951	301
94562	302
59641	303
84667	304
72847	305
89256	306
87652	307
55074	308
115678	309
84348	310
78109	311
91215	312
90262	313
54360	314
56444	315
56443	316
89191	317
93298	318
74855	319
87887	320
113597	321
71634	322
69266	323
94557	324
115679	325
81776	326
63440	327
62384	328
101363	329
82821	330
73013	331
69411	332
76263	333
90790	334
68520	335
106367	336
87257	337
66618	338
79895	339
83417	340
54011	341
92403	342
115410	343
92604	344
115399	345
115573	346
85517	347
94966	348
115774	349
93858	350
53480	351
65434	352
98896	353
93196	354
53415	355
82118	356
93979	357
53468	358
87035	359
69235	360
53645	361
95712	362
81546	363
86590	364
69723	365
54871	366
54446	367
113295	368
74171	369
76921	370
95351	371
115551	372
84962	373
78450	374
71349	375
68840	376
54394	377
72325	378
89993	379
114162	380
81990	381
74420	382
74461	383
78623	384
75433	385
69826	386
81751	387
60408	388
61923	389
82125	390
69690	391
63748	392
83996	393
54185	394
66185	395
98780	396
89530	397
54574	398
92714	399
90446	400
86059	401
64078	402
89372	403
68004	404
59566	405
73696	406
87011	407
79957	408
77942	409
60638	410
82166	411
82167	412
65582	413
103516	414
66494	415
98949	416
86001	417
72033	418
64384	419
95404	420
115627	421
59787	422
101336	423
85325	424
53556	425
92506	426
84597	427
80071	428
53928	429
64788	430
101856	431
83867	432
76977	433
62496	434
72745	435
72746	436
82850	437
63913	438
80191	439
94222	440
68514	441
101643	442
54811	443
83642	444
54090	445
89537	446
113799	447
86350	448
78605	449
54060	450
61434	451
101331	452
95397	453
81760	454
95376	455
115609	456
77068	457
75475	458
70269	459
68601	460
97218	461
79952	462
85688	463
76213	464
60658	465
81523	466
62639	467
90738	468
54370	469
56258	470
56305	471
71401	472
84904	473
76208	474
68638	475
77363	476
54431	477
54322	478
63385	479
53687	480
91401	481
73438	482
84138	483
54104	484
72188	485
85029	486
85030	487
83584	488
62285	489
78208	490
80751	491
83700	492
72539	493
65995	494
61830	495
97611	496
95620	497
115515	498
78781	499
83431	500
63957	501
72795	502
59492	503
91397	504
55388	505
72030	506
65344	507
56237	508
1176	509
85982	510
59595	511
73369	512
54241	513
68061	514
79089	515
95713	516
115532	517
77551	518
88056	519
77981	520
70819	521
74822	522
80495	523
69752	524
65521	525
93883	526
53443	527
70954	528
79334	529
53915	530
85103	531
69009	532
88554	533
93949	534
77654	535
83853	536
93528	537
53464	538
89185	539
93297	540
71348	541
89051	542
71601	543
71437	544
80137	545
69233	546
92078	547
88735	548
71788	549
65589	550
69302	551
69113	552
83652	553
78061	554
67558	555
86615	556
59681	557
72866	558
80255	559
68985	560
69397	561
92779	562
89444	563
88779	564
81980	565
73200	566
70437	567
87187	568
70465	569
76827	570
61641	571
78129	572
81605	573
70037	574
53963	575
64558	576
80264	577
60042	578
76164	579
76165	580
65819	581
78136	582
78085	583
74441	584
65943	585
104538	586
67124	587
72954	588
87959	589
79041	590
75170	591
75171	592
76517	593
65214	594
100512	595
62326	596
101019	597
79125	598
75103	599
80640	600
86445	601
71087	602
65367	603
101896	604
93087	605
61004	606
99448	607
68708	608
106302	609
72467	610
72468	611
77829	612
65008	613
72999	614
63509	615
60259	616
53586	617
82201	618
63648	619
53883	620
62786	621
104563	622
93663	623
53482	624
91262	625
65071	626
92818	627
95707	628
54963	629
55098	630
86732	631
71534	632
70426	633
92858	634
64232	635
79593	636
67198	637
105025	638
81596	639
60120	640
84542	641
61482	642
84662	643
85960	644
62083	645
81050	646
62468	647
75299	648
75300	649
72391	650
89997	651
95569	652
60639	653
96699	654
72855	655
85320	656
68036	657
72202	658
62514	659
90031	660
90075	661
94919	662
65918	663
55769	664
70105	665
87780	666
94550	667
83425	668
85395	669
87086	670
66699	671
60290	672
80080	673
86436	674
85807	675
80242	676
54006	677
60904	678
78289	679
85920	680
59505	681
103743	682
77966	683
69171	684
65719	685
65690	686
99977	687
69708	688
68820	689
81890	690
54914	691
54518	692
70297	693
90497	694
74944	695
72518	696
72519	697
53634	698
54764	699
72779	700
70260	701
80689	702
64200	703
81458	704
61463	705
76316	706
69740	707
86890	708
71751	709
66487	710
61290	711
53713	712
61931	713
97156	714
67992	715
88821	716
84403	717
82039	718
85633	719
73710	720
62756	721
70028	722
78849	723
59673	724
98912	725
85709	726
78797	727
75026	728
67486	729
84284	730
69024	731
85988	732
54002	733
80189	734
70027	735
83117	736
69087	737
81015	738
81003	739
67213	740
76001	741
89371	742
86660	743
65403	744
80218	745
53615	746
93003	747
72281	748
54193	749
83235	750
60591	751
63261	752
55667	753
79153	754
53912	755
82692	756
85283	757
66333	758
86294	759
53992	760
88715	761
94559	762
115373	763
89663	764
89332	765
87265	766
66796	767
83269	768
88666	769
113267	770
68218	771
105964	772
61786	773
101451	774
64718	775
98755	776
64541	777
79314	778
71119	779
66815	780
53795	781
63020	782
100498	783
70841	784
69396	785
69341	786
72398	787
78697	788
78816	789
83653	790
66610	791
92066	792
95101	793
65280	794
88550	795
94740	796
84143	797
53942	798
54980	799
82431	800
75628	801
74069	802
79778	803
59924	804
72385	805
53968	806
62437	807
73896	808
53833	809
78642	810
66753	811
80996	812
91872	813
114761	814
73588	815
68974	816
84770	817
74253	818
65297	819
86315	820
54041	821
80649	822
70756	823
60673	824
83042	825
80108	826
81848	827
60269	828
78864	829
82546	830
85347	831
81975	832
70070	833
84087	834
94299	835
75766	836
75767	837
82163	838
62833	839
95709	840
86980	841
69781	842
76253	843
72214	844
53864	845
105931	846
83239	847
72869	848
63543	849
86076	850
79069	851
84083	852
89287	853
73843	854
71370	855
85874	856
54015	857
65592	858
100835	859
92283	860
65482	861
99436	862
66664	863
84424	864
61242	865
71884	866
71885	867
77720	868
78427	869
62915	870
85501	871
94343	872
53477	873
82780	874
62162	875
64545	876
104807	877
80193	878
82395	879
65281	880
80284	881
77457	882
92658	883
65972	884
99148	885
54130	886
54131	887
77944	888
69203	889
59662	890
87069	891
60471	892
90753	893
114222	894
73793	895
76481	896
59814	897
70258	898
94232	899
53484	900
93822	901
53407	902
63147	903
66211	904
103482	905
94659	906
115652	907
70726	908
56229	909
