2574
13422	382	2
19853	501	2
28787	42874	4
22861	389	0
24412	389	0
15401	403	0
21384	501	2
25946	415	2
21399	377	0
21232	377	0
23963	23982	2
17322	377	0
12260	392	0
21870	377	0
12084	400	0
16957	406	2
14034	382	2
25045	389	0
17004	382	2
16674	697	0
12340	397	0
21810	382	2
20620	382	2
23803	368	2
24476	396	2
24345	377	0
1979	415	2
105	1716	15
19985	392	0
1057	44012	4
21647	382	2
15611	382	2
15400	482	2
25688	400	0
14879	415	2
25737	382	2
25101	403	0
19695	400	0
31315	44014	4
14673	388	0
18523	392	0
16508	482	2
31468	44001	4
17928	403	0
707	382	2
24903	368	2
32030	43995	4
13881	697	0
25224	415	2
31248	43969	4
17907	397	0
20371	389	0
18490	403	0
20127	388	0
13609	498	2
21594	392	0
26167	376	0
18825	403	0
20476	539	2
18091	388	0
19625	11674	2
12307	382	2
22023	368	2
19919	382	2
24694	389	0
24643	382	2
14297	389	0
29458	43828	4
16696	11603	2
24453	403	0
13103	382	2
23456	400	0
23671	389	0
28938	42715	4
15812	382	2
19008	389	0
25090	392	0
18350	377	0
21047	382	2
18661	389	0
15699	389	0
28394	42016	4
24583	501	2
19069	403	0
22855	389	0
27098	377	0
14097	392	0
16695	403	0
12753	403	0
16528	539	2
25421	382	2
14614	382	2
16414	509	2
12211	389	0
19241	482	2
15767	388	0
26855	11564	2
24961	539	2
19284	389	0
17040	697	0
12295	392	0
24359	388	0
18539	396	2
24029	382	2
14983	415	2
26794	388	0
18802	392	0
31404	44013	4
12149	11379	2
12974	382	2
24361	389	0
16334	400	0
14469	482	2
21288	392	0
27021	403	0
24065	403	0
18623	468	2
21682	539	2
31047	43832	4
21352	403	0
1736	377	0
29068	43466	4
18622	697	0
28	377	0
15059	392	0
12738	403	0
24065	482	2
19453	389	0
26062	368	2
14350	382	2
25648	382	2
12745	517	2
14258	400	0
16895	13034	2
25399	382	2
24576	382	2
21654	392	0
32192	44024	4
26839	382	2
15225	400	0
32107	44001	4
27891	42208	4
12624	376	0
26388	415	2
23870	415	2
21981	382	2
27290	392	0
26168	389	0
23285	501	2
16283	389	0
12743	11756	2
12553	403	0
32125	44015	4
14082	368	2
16055	415	2
13515	363	2
20380	403	0
11940	185	2
18540	377	0
25618	382	2
16634	382	2
18403	400	0
24329	382	2
17027	389	0
25141	415	2
26743	382	2
17104	392	0
12108	12110	2
17148	382	2
19092	387	2
19296	11564	2
31436	43994	4
18574	697	0
17662	380	2
26377	11564	2
14191	400	0
22388	382	2
23953	389	0
18865	382	2
24118	13339	2
18165	397	0
24925	382	2
21465	389	0
26487	387	2
12217	403	0
31111	44007	4
14906	377	0
24191	403	0
19881	403	0
22712	382	2
12674	415	2
17973	697	0
19061	389	0
21587	382	2
32005	44013	4
26826	368	2
22739	388	0
12413	382	2
19741	389	0
16247	381	2
23022	382	2
698	697	0
13998	400	0
11994	393	0
17794	388	0
16143	380	2
27773	42689	4
14804	382	2
21926	392	0
26584	382	2
17224	388	0
14878	392	0
27114	382	2
23757	415	2
1147	44013	4
26879	382	2
22618	501	2
18931	11564	2
26350	382	2
17134	403	0
14756	382	2
14690	382	2
77	403	0
28594	42392	4
20355	388	0
18449	397	0
12682	388	0
18028	697	0
26792	389	0
22618	388	0
22411	14897	2
27015	377	0
29346	43253	4
24155	382	2
16106	389	0
13678	482	2
27105	377	0
13773	387	2
24351	382	2
13818	382	2
20764	377	0
23058	382	2
17844	377	0
24319	389	0
22913	382	2
19737	403	0
14525	382	2
21625	415	2
19403	389	0
27166	382	2
32201	44007	4
17015	482	2
15640	387	2
25894	403	0
25383	388	0
19596	388	0
26104	389	0
14254	397	0
26989	501	2
13952	389	0
716	382	2
18643	377	0
26910	388	0
21320	389	0
20272	403	0
22681	389	0
18532	377	0
24424	389	0
23476	396	2
23334	400	0
25734	388	0
26559	382	2
26485	388	0
22568	479	2
32023	43947	4
19849	17759	2
23736	389	0
24402	11709	2
17689	368	2
14139	392	0
22966	382	2
15488	377	0
20080	539	2
24904	382	2
14393	403	0
12518	403	0
26753	382	2
23129	382	2
18079	382	2
23607	377	0
12952	389	0
13869	400	0
14659	377	0
18099	376	0
12420	382	2
19041	400	0
23594	389	0
20074	389	0
15912	382	2
16045	382	2
22198	389	0
19973	382	2
22406	392	0
14915	392	0
13350	400	0
20601	382	2
15693	382	2
17800	498	2
728	403	0
29233	43393	4
11959	415	2
26009	382	2
16991	415	2
19345	15070	2
31929	43994	4
27391	381	2
14198	403	0
12868	396	2
26562	389	0
16722	389	0
11619	382	2
24754	482	2
17374	382	2
17457	448	2
27237	539	2
29380	43845	4
18917	377	0
18185	397	0
17333	382	2
11742	382	2
29088	43189	4
14240	554	2
27281	382	2
11552	382	2
18293	697	0
23053	382	2
23499	11506	2
12946	498	2
21903	389	0
434	403	0
18016	377	0
16791	393	0
19042	382	2
27201	382	2
18548	697	0
17427	382	2
16921	381	2
22375	415	2
16792	377	0
