1415
18467	11354	19
16522	10759	19
4880	177	1
25355	11646	3
28003	27852	9
5136	139	1
28974	774	7
1019	765	7
20213	11004	19
21690	5619	19
6315	177	1
27405	27652	9
26799	12433	3
26393	4327	19
2505	177	1
17206	609	3
2573	177	1
12430	12431	3
21385	365	3
24336	12731	3
25977	4355	19
20646	11646	3
11799	11716	3
11284	177	1
9887	177	1
11413	177	1
5576	177	1
22168	15492	3
23245	367	3
19887	11225	19
26266	6298	19
4370	177	1
27225	2701	19
24442	8858	19
19438	7038	19
28012	765	7
26092	19190	3
5756	177	1
18643	6005	19
17537	10186	19
19832	19833	3
11887	10576	19
25476	10888	19
9487	177	1
13554	11378	3
22354	12401	3
15565	11646	3
18023	12354	3
25785	617	3
10492	2080	1
4633	177	1
22269	402	3
8470	177	1
23960	11389	19
9152	177	1
3823	177	1
28709	756	6
28717	756	6
11959	10579	19
8053	177	1
19529	12354	3
17855	12488	3
25950	12589	3
17723	10434	19
4822	177	1
6912	177	1
12408	9351	19
18095	12675	3
25926	15821	3
28625	774	7
12883	5560	19
17478	10127	19
10685	2080	1
20178	528	3
14240	3584	19
4662	177	1
9718	2080	1
11669	10830	19
874	774	7
16095	12930	3
22834	12675	3
29383	27520	7
16249	657	3
28749	774	7
25516	484	3
10597	177	1
7847	177	1
6236	177	1
24713	546	3
28477	756	6
3980	177	1
8602	177	1
18552	365	3
21864	365	3
13301	431	3
8026	139	1
10880	139	1
7744	177	1
22073	12648	3
17295	8688	19
4251	177	1
6783	203	1
21437	4790	19
18536	11354	19
4273	177	1
26241	12131	3
4386	177	1
19656	13640	3
16712	11131	19
19455	14859	3
24688	13782	3
28213	774	7
8520	177	1
2464	177	1
3999	345	1
22908	12443	3
28297	1036	9
27721	774	7
20703	20741	3
22968	12488	3
22772	12401	3
21715	12000	3
21308	13782	3
28638	756	6
10431	2080	1
8989	177	1
20840	5683	19
12400	12401	3
21063	10644	19
27645	27623	9
21861	528	3
29501	774	7
9290	177	1
28878	774	7
15479	4879	19
6665	177	1
29334	27559	7
18450	12488	3
12317	12318	3
27789	774	7
27950	756	6
15858	365	3
15324	4709	19
5447	177	1
5253	177	1
18346	11354	19
7349	177	1
29074	790	6
6035	177	1
5879	177	1
2721	203	1
28758	28832	9
9622	177	1
26921	7269	19
12745	11695	3
12965	11095	19
27121	15323	3
6058	177	1
6447	177	1
28056	904	9
26343	12723	3
9478	177	1
4451	177	1
3631	177	1
4048	177	1
4823	177	1
21736	14907	3
10286	2080	1
14393	12955	3
27195	12354	3
5069	177	1
14161	12932	3
2133	177	1
6899	177	1
14306	11995	3
8524	177	1
12175	12047	3
11647	11648	3
20770	427	3
11135	177	1
16872	3398	19
25308	19121	3
13026	395	3
17411	10338	19
18204	365	3
25939	365	3
4778	177	1
29174	29342	9
22799	18954	3
24891	3374	19
28340	787	9
7409	177	1
2006	177	1
9264	177	1
29290	756	6
27460	11620	3
17698	10365	19
12750	386	3
29498	29303	9
4536	177	1
12900	3331	19
13279	12720	3
26819	2048	19
18033	8570	19
4898	177	1
5729	177	1
13586	11557	3
4175	177	1
6498	177	1
24203	12592	3
28574	774	7
14713	11648	3
27343	5087	19
16294	2684	19
20226	5850	19
11259	2080	1
28965	943	9
28107	28108	9
10735	2080	1
6017	177	1
10990	2080	1
26858	11559	3
9495	177	1
17612	10340	19
20056	4544	19
6388	177	1
18269	13341	3
19985	431	3
997	811	9
9524	177	1
26659	12309	3
2938	177	1
6695	177	1
24015	3944	19
10615	177	1
4340	177	1
28031	756	6
20524	455	3
21728	365	3
2611	177	1
27131	402	3
25666	14505	3
6758	248	1
12102	12103	3
722	723	3
29601	790	6
4798	177	1
20197	16725	3
13685	12407	3
23171	13081	3
18408	11144	19
24075	20180	3
10258	2080	1
28439	774	7
6389	203	1
12446	6133	19
29428	765	7
172	177	1
5494	177	1
28788	796	9
24298	2167	19
26091	427	3
10678	2080	1
10129	2080	1
3451	177	1
26401	13640	3
18213	5949	19
15489	11389	19
15153	12592	3
2427	139	1
25747	12407	3
25647	15866	3
17883	386	3
28673	774	7
28373	774	7
14070	440	3
9082	177	1
13902	12244	3
22217	12433	3
26508	8936	19
6765	177	1
9387	177	1
22757	12235	3
12632	12633	3
23212	20559	3
28810	774	7
24490	12502	3
8160	177	1
24048	528	3
19592	18954	3
26548	3356	19
510	10859	19
1040	756	6
6609	177	1
15834	11608	3
44	1818	18
8177	177	1
28272	779	9
25793	16114	3
28316	779	9
24571	412	3
8546	177	1
21630	10995	19
5360	177	1
25779	11389	19
13371	12354	3
20109	9045	19
21134	12589	3
22291	3675	19
19705	19706	3
28669	765	7
10217	2080	1
5210	177	1
29644	27841	9
13860	12025	3
18402	12683	3
20878	12407	3
4616	177	1
13529	10886	19
1015	756	6
15882	3584	19
28385	766	6
28865	28866	9
27084	12401	3
26648	12101	3
27608	824	6
13518	365	3
19371	431	3
12007	12038	3
15025	12208	3
18603	12488	3
15064	12023	3
23653	459	3
21080	12354	3
18428	11354	19
23819	16852	3
2688	177	1
8454	177	1
22926	681	3
28975	774	7
27772	904	9
13839	395	3
22169	12501	3
21376	544	3
23513	11086	19
24489	365	3
5956	177	1
21575	19215	3
29455	862	9
29241	790	6
9033	177	1
21867	12407	3
20697	11413	19
10239	2080	1
9846	177	1
3129	177	1
14680	455	3
22142	9881	19
27938	832	6
4212	139	1
27578	756	6
22464	12188	3
19210	12091	3
124	1835	18
3368	177	1
10246	2080	1
17074	12116	3
25252	681	3
17758	362	3
8763	203	1
21237	440	3
18240	386	3
27732	765	7
2660	177	1
12736	11687	3
24271	24272	3
27569	636	9
27685	774	7
8430	177	1
3850	177	1
25446	402	3
28414	790	6
4309	177	1
10863	177	1
18153	528	3
8674	177	1
11987	4313	19
6377	177	1
7028	139	1
19230	12589	3
20748	4186	19
3204	177	1
28243	774	7
17061	11127	19
19615	6957	19
29275	28431	9
6828	177	1
6782	175	1
12802	7185	19
28738	28353	9
28038	772	9
16749	13579	3
13109	386	3
20151	465	3
20771	6021	19
12951	11995	3
21424	681	3
13109	8186	19
18032	11354	19
28244	765	7
29144	29175	9
27820	790	6
27580	961	9
11742	10576	19
28850	765	7
5664	177	1
12620	12621	3
27370	12433	3
9064	139	1
19594	12205	3
18722	438	3
17105	399	3
29068	765	7
11232	177	1
14772	528	3
12711	500	3
18313	12025	3
26987	12212	3
639	815	9
29604	765	7
17388	10644	19
5269	177	1
11582	5446	19
15399	7017	19
27702	27703	9
5282	177	1
17950	11354	19
15015	668	3
16396	11968	3
28082	28077	9
16983	10953	19
4009	177	1
4244	177	1
9538	177	1
4786	177	1
27985	756	6
27731	27863	9
12008	10583	19
3719	177	1
16071	16072	3
22750	6777	19
27318	5666	19
20177	11420	19
14679	11196	19
18365	386	3
9683	2080	1
1668	1851	5
21551	12407	3
5928	177	1
1968	177	1
25149	13021	3
28348	790	6
14506	3108	19
19075	11695	3
4775	177	1
22590	402	3
8100	203	1
29429	832	6
9244	177	1
29438	27733	9
7824	177	1
29095	28716	9
25670	14518	3
12045	11575	3
27839	774	7
11520	9251	19
27860	756	6
4663	203	1
5442	177	1
3337	139	1
21539	15323	3
104	103	5
28089	790	6
2109	177	1
28934	756	6
3953	177	1
27654	790	6
24868	12887	3
28359	756	6
10137	2080	1
927	756	6
20492	399	3
28430	774	7
16278	2069	19
4768	177	1
27148	5222	19
10285	2080	1
3523	177	1
8632	177	1
11786	11787	3
16764	13081	3
22423	11211	19
8957	139	1
13194	5108	19
18805	500	3
3574	177	1
15958	5515	19
13859	12488	3
23557	6774	19
10139	2080	1
26375	12116	3
11151	177	1
27746	753	6
29204	756	6
28461	774	7
28265	790	6
12937	408	3
19372	8358	19
14019	12675	3
28219	774	7
27168	12541	3
10069	2080	1
25946	500	3
22439	11389	19
10381	2080	1
28523	774	7
2164	177	1
20202	8136	19
8243	177	1
4348	177	1
4806	177	1
5822	177	1
17847	11053	19
24213	12589	3
20272	14023	3
14031	13551	3
27325	5927	19
3587	177	1
10084	2080	1
27777	27550	7
12995	10811	19
29224	796	9
26008	4992	19
14107	11297	19
25377	4310	19
15209	3999	19
2061	177	1
11982	10579	19
25191	8183	19
23591	7595	19
19772	12437	3
24082	5222	19
3669	177	1
7620	177	1
3792	177	1
20596	12566	3
18850	3188	19
14102	12943	3
6819	177	1
3355	177	1
15112	11415	19
9215	177	1
27491	774	7
25020	13021	3
20814	12433	3
27289	11595	3
13260	12514	3
918	796	9
29204	765	7
11767	10576	19
29204	636	9
4347	177	1
6354	177	1
22013	5066	19
4868	177	1
624	6695	19
17978	8070	19
11364	177	1
7060	177	1
27698	27545	9
28774	765	7
26300	22795	3
4551	177	1
28807	790	6
6405	177	1
8359	177	1
21559	657	3
19800	6815	19
12837	365	3
5383	177	1
6543	177	1
28589	27559	7
29096	790	6
28998	774	7
9677	2080	1
29311	832	6
5662	139	1
19319	5918	19
24800	20783	3
8576	177	1
13014	699	3
28020	636	9
25285	11225	19
15630	11687	3
22942	544	3
11825	10576	19
13142	12615	3
16188	10708	19
11107	177	1
792	765	7
28344	28345	9
18341	13125	3
27479	4908	19
18937	7425	19
16551	431	3
29351	756	6
5432	177	1
5946	139	1
1018	774	7
13988	11354	19
3381	177	1
21449	386	3
13061	3148	19
23630	10811	19
14330	11354	19
28269	853	9
17651	10357	19
18473	365	3
28693	765	7
10555	2080	1
2662	177	1
24652	9037	19
28989	832	6
18110	11354	19
19551	13920	3
9655	2080	1
28542	756	6
27639	790	6
11080	2080	1
5667	177	1
27997	766	6
14384	5500	19
14751	5683	19
22721	16725	3
15461	457	3
27538	777	9
18164	12683	3
12557	399	3
21294	12541	3
2301	177	1
28124	765	7
9122	177	1
23614	12501	3
26357	672	3
14063	11389	19
2119	177	1
24242	8168	19
5836	177	1
28172	943	9
28953	774	7
24672	3485	19
18607	11354	19
7961	177	1
18428	365	3
20169	13021	3
27981	28149	9
28947	756	6
253	177	1
24102	24103	3
1965	177	1
26505	12241	3
6896	177	1
4020	177	1
20063	12103	3
29456	774	7
24527	9867	19
15494	436	3
27452	12431	3
4754	11389	19
27638	774	7
27946	27918	9
3209	177	1
26250	8866	19
5240	177	1
18057	12539	3
8165	177	1
18526	11354	19
29087	756	6
13297	7506	19
19522	6548	19
14746	13081	3
28901	27627	9
16374	11066	19
22776	11389	19
16262	11354	19
20221	12675	3
11144	177	1
17153	16573	3
25823	12091	3
28293	774	7
15160	367	3
5198	177	1
29153	774	7
20039	13528	3
28277	774	7
666	785	9
3820	139	1
26556	11989	3
3580	177	1
10346	2080	1
10419	2080	1
29138	756	6
22780	500	3
321	177	1
14903	12163	3
24138	15114	3
17807	2638	19
16887	500	3
17767	12013	3
14230	12605	3
13480	11354	19
14633	12399	3
7233	177	1
646	10492	19
16010	5748	19
24611	7853	19
10971	177	1
21524	11225	19
9437	177	1
29140	790	6
28539	900	7
15270	528	3
18866	402	3
10267	2080	1
16580	10759	19
7848	177	1
5532	177	1
7008	177	1
10830	2080	1
6970	177	1
3539	177	1
4582	177	1
950	756	6
23877	12018	3
9458	177	1
15110	11009	19
6630	177	1
20786	12445	3
499	500	3
2152	177	1
671	672	3
8941	177	1
17259	2135	19
7027	139	1
25915	3522	19
10443	2080	1
4979	177	1
28965	756	6
18083	11354	19
10030	2080	1
28712	28716	9
10480	2080	1
29223	756	6
3401	177	1
23804	11695	3
15058	546	3
9667	177	1
15213	11009	19
13897	5761	19
22267	402	3
26928	12091	3
12461	12422	3
3599	177	1
21354	12443	3
20386	2808	19
17802	12625	3
2717	177	1
1015	785	9
19743	463	3
3837	177	1
22644	22645	3
10021	177	1
26379	19015	3
5004	177	1
12922	11687	3
26859	11539	3
27277	625	3
12260	12205	3
15718	190	3
8968	177	1
3113	177	1
14988	10852	19
26832	546	3
24445	8935	19
18307	11354	19
17872	386	3
28674	756	6
22602	617	3
14974	12911	3
20389	11648	3
28550	790	6
15839	625	3
4566	177	1
27352	774	7
28197	27918	9
9004	177	1
28073	790	6
16685	14065	3
28811	774	7
6121	177	1
22853	5655	19
18374	592	3
7863	248	1
22029	8578	19
6262	203	1
29203	27912	9
11983	10579	19
25155	12274	3
17889	12541	3
4805	177	1
26977	9896	19
18569	11557	3
22776	12278	3
13355	13333	3
23219	12541	3
24767	12955	3
7345	177	1
20604	7784	19
28741	28025	9
2797	177	1
6070	177	1
12229	402	3
13279	7423	19
12754	402	3
3603	177	1
901	756	6
8511	177	1
29144	774	7
26548	402	3
27992	790	6
856	756	6
628	528	3
5063	177	1
5017	177	1
28595	774	7
10888	2799	1
27914	27520	7
12762	528	3
22901	17805	3
20977	15195	3
22671	13021	3
25195	9446	19
21203	436	3
29382	29390	9
27557	765	7
28321	756	6
12644	11998	3
9386	175	1
27777	904	9
25356	365	3
29392	790	6
25261	623	3
496	10550	19
16943	3371	19
9936	203	1
9444	177	1
15933	4806	19
3979	248	1
20876	395	3
15689	11033	19
5870	177	1
27449	12174	3
5947	177	1
18042	699	3
28457	756	6
5878	177	1
2715	203	1
7127	177	1
19068	3881	19
17712	10385	19
10792	2080	1
12942	245	19
17431	10127	19
21285	402	3
8700	177	1
9988	175	1
8500	177	1
3175	177	1
29143	28593	9
11002	2080	1
26969	961	9
897	774	7
2809	177	1
7687	177	1
4894	177	1
15800	10678	19
28049	756	6
26481	546	3
12744	12354	3
23266	2829	19
6869	175	1
28461	790	6
18412	11487	3
19185	8528	19
19448	6600	19
11089	177	1
27406	27694	9
13999	402	3
28119	756	6
28517	774	7
20703	3927	19
24655	6206	19
25648	7210	19
26332	365	3
5749	177	1
24006	528	3
7693	177	1
15214	12160	3
23242	3927	19
11271	177	1
3499	177	1
29269	774	7
18216	11354	19
3001	177	1
5929	177	1
24906	7786	19
29055	27520	7
21152	438	3
29114	787	9
17633	10365	19
28919	941	9
3092	177	1
8834	177	1
18268	2748	19
10338	2080	1
4814	177	1
29398	790	6
13937	9821	19
16741	365	3
8173	177	1
2739	177	1
17054	17053	3
24164	681	3
10921	177	1
20473	402	3
28775	779	9
28825	790	6
25552	10713	19
20829	9917	19
14233	12848	3
3382	177	1
948	790	6
28662	790	6
12740	12356	3
29085	772	9
168	177	1
10407	2080	1
6956	175	1
8898	139	1
6837	177	1
7163	203	1
6601	177	1
27360	6919	19
23158	5682	19
174	175	1
28206	790	6
29107	774	7
15127	11389	19
9376	177	1
28109	790	6
27853	774	7
28720	765	7
13436	431	3
25060	20486	3
19738	12205	3
14204	6550	19
7527	177	1
2111	177	1
9335	177	1
1610	1842	5
3764	177	1
2552	177	1
10815	2080	1
14126	12433	3
25959	11004	19
27539	772	9
15719	15720	3
13051	12174	3
17984	2537	19
28372	27745	9
20842	500	3
16425	13920	3
16143	16165	3
27620	767	9
28218	774	7
8589	177	1
23749	12033	3
26049	5414	19
18103	12541	3
11951	10579	19
24210	12086	3
21108	18244	3
3329	203	1
17610	10340	19
10657	2080	1
7055	177	1
11024	177	1
6742	177	1
4134	177	1
2496	177	1
8315	177	1
21347	402	3
